movieId,imdbId,tmdbId,count,mean,std,stat_score
1,114709,862.0,57309,3.893707794587238,0.921551890965543,5.276035631035552
2,113497,8844.0,24228,3.2515271586594023,0.9598514433032206,4.691304323614233
3,113228,15602.0,11804,3.142028126058963,1.008442706816202,4.654692186283266
4,114885,31357.0,2523,2.85354736424891,1.1085307862214668,4.51634354358111
5,113041,11862.0,11714,3.0584343520573674,0.9966113371988835,4.553351357855693
6,113277,949.0,24588,3.854908898649748,0.8778705766434838,5.171714763614974
7,114319,11860.0,12132,3.3636663369601054,0.960840046538394,4.804926406767697
8,112302,45325.0,1344,3.1145833333333335,0.9868284323664274,4.594825981882975
9,114576,9091.0,3711,2.992050660199407,0.961315851126425,4.434024436889045
10,113189,710.0,28265,3.42145763311516,0.8711910332166237,4.728244182940095
11,112346,9087.0,17042,3.6571705198920315,0.9048950710634622,5.014513126487225
13,112453,21032.0,1715,3.333527696793003,1.0087777409280179,4.84669430818503
14,113987,10858.0,5509,3.4234888364494465,0.9401575665391089,4.83372518625811
16,112641,524.0,18404,3.8237068028689416,0.8603287486302124,5.11419992581426
17,114388,4584.0,19729,3.948806325713417,0.9655274347942452,5.397097477904785
18,113101,5.0,5374,3.3843505768515074,1.02784369536875,4.926116119904632
21,113161,8012.0,22277,3.5701620505454055,0.9213513674957654,4.952189101789053
22,112722,1710.0,9237,3.3200173216412256,0.9231532193026517,4.704747150595203
23,112401,9691.0,4108,3.145691333982473,0.9487800192156198,4.568861362805903
24,114168,12665.0,7450,3.18758389261745,1.052335779766727,4.76608756226754
25,113627,451.0,20070,3.677304434479322,1.0376180231599748,5.2337314692192844
26,114057,16420.0,2549,3.606708513142409,0.9388641899656562,5.015004798090893
27,114011,9263.0,1577,3.4039315155358274,0.9599187071001957,4.843809576186121
28,114117,17015.0,2950,4.03,0.914373190572561,5.401559785858842
29,112682,902.0,8305,3.936724864539434,0.9845567474549093,5.413559985721799
30,115012,37557.0,1166,3.6367924528301887,1.001257408506382,5.138678565589761
31,112792,9909.0,9106,3.244838567977158,0.9368812935645505,4.650160508323983
32,114746,63.0,47054,3.9057678412037236,0.8633146545736864,5.200739823064254
33,114952,78802.0,65,3.023076923076923,1.0585617056248469,4.610919481514193
34,112431,9598.0,31456,3.6031917599186163,1.1048805695077066,5.260512614180176
35,112637,47018.0,1352,3.4792899408284024,0.9917946553092132,4.966981923792222
36,112818,687.0,19388,3.91868681658758,0.9009334111432983,5.270086933302528
37,112286,139405.0,75,2.993333333333333,1.1580894486917543,4.730467506370965
38,113442,33689.0,631,2.870839936608558,1.267245140360623,4.771707647149492
39,112697,9603.0,26230,3.4187380861608845,0.9907891064778961,4.904921745877728
40,112749,34615.0,797,3.6267252195734003,1.003574486412318,5.132086949191877
41,114279,31174.0,4266,3.843413033286451,0.9325933419441368,5.242303046202656
42,112819,11443.0,2300,3.0495652173913044,0.9525154000363397,4.4783383174458145
43,114272,35196.0,2308,3.4499566724436743,0.9486079038301523,4.872868528188903
45,114681,577.0,8267,3.382907947260191,0.9634410170780163,4.828069472877216
46,113347,11861.0,2889,3.2634129456559364,0.9817487415504806,4.736036057981657
47,114369,807.0,50596,4.0791663372598626,0.8547391961934088,5.361275131549975
48,114148,10530.0,13461,2.9777505385929723,1.0613634131030436,4.569795658247537
49,114916,8391.0,228,3.5197368421052633,1.0939585480685208,5.160674664208044
50,114814,629.0,55366,4.284353213163313,0.7881199908616239,5.466533199455749
52,113819,11448.0,8543,3.532892426548051,0.9186507128957734,4.910868495891711
53,110299,49133.0,137,3.6496350364963503,1.0385314920308812,5.207432274542672
54,112499,26441.0,919,2.8411316648531013,1.0880641917000407,4.473227952403162
55,113158,97406.0,851,3.220329024676851,0.998197379911638,4.717625094544308
57,113321,9089.0,2236,3.320438282647585,0.9529551283907213,4.749870975233667
58,110877,11010.0,10483,3.9679004101879234,0.9708569914496264,5.424185897362364
59,112714,99040.0,181,3.56353591160221,1.1292065479219724,5.2573457334851685
60,113419,11359.0,5960,3.0958892617449663,0.9991143323233792,4.594560760230035
61,116260,17182.0,2088,3.3160919540229883,0.9966112467585865,4.811008824160868
62,113862,2054.0,18242,3.715354676022366,0.9836453637324573,5.190822721621052
63,116126,10607.0,2336,3.083904109589041,1.184401617912672,4.860506536458049
67,114753,40628.0,163,3.2975460122699385,1.1635381821259088,5.0428532854588015
68,113149,4482.0,1124,3.4301601423487544,0.9613027165721665,4.872114217207004
69,113118,10634.0,4278,3.5583216456287987,1.0265585616876156,5.098159488160222
70,116367,755.0,14118,3.326568919110356,1.0516889878518216,4.904102400888088
72,113537,28387.0,1179,3.4868532654792195,1.0450571773437065,5.054439031494779
73,113828,48750.0,2699,3.796035568729159,1.0460961316243735,5.36517976616572
74,115644,20927.0,3235,3.2880989180834623,1.0125971873382134,4.806994699090782
76,114367,9102.0,3235,3.010046367851623,1.0084558223610665,4.522730101393223
77,113973,124626.0,211,3.4028436018957344,1.005362511825988,4.910887369634716
78,112744,27526.0,1129,3.152790079716563,0.9246399103830272,4.539749945291104
79,116731,9623.0,5061,3.1199367713890536,0.9693625283743821,4.573980563950627
80,112445,46785.0,515,3.7495145631067963,1.0832895738709674,5.374448923913247
81,114660,400.0,3007,3.2527435982707016,1.0007340727698935,4.753844707425541
82,112379,880.0,2288,3.9923513986013988,1.0139206308594106,5.513232344890515
83,114039,146599.0,537,3.644320297951583,1.008883283292658,5.1576452228905705
84,113612,188588.0,141,3.358156028368794,1.0845114784592318,4.984923246057642
